# crate	file	line	item	transpiled_type	class	safe_type	evidence
mfsbdev	mfsbdev/src/mfsclient/chunkrwlock.rs	172	glock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/chunkrwlock.rs	187	hashtab	[*mut chunkrec; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/chunkrwlock.rs	188	freeblocks	*mut chunkrec	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/chunkrwlock.rs	189	freeblockscnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/chunkrwlock.rs	22	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/chunksdatacache.rs	145	chunks_inode_hash	*mut *mut chunks_inode_entry =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/chunksdatacache.rs	147	chunks_data_hash	*mut *mut chunks_data_entry =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/chunksdatacache.rs	149	lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/chunksdatacache.rs	21	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/csdb.rs	59	csdbhtab	[*mut csdbentry; 256]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/csdb.rs	60	csdblock	*mut pthread_mutex_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/csorder.rs	111	stack	[uint8_t; 128]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/csorder.rs	85	pd	parser_data	BUF	Mutex<parser_data> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/extrapackets.rs	200	ep_tail	*mut *mut extra_packets	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/extrapackets.rs	201	ep_head	*mut extra_packets	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/extrapackets.rs	202	ep_unused	*mut extra_packets	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/extrapackets.rs	203	ep_unused_cnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/extrapackets.rs	204	ep_lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/extrapackets.rs	219	ep_cond	pthread_cond_t	BUF	Mutex<pthread_cond_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/extrapackets.rs	231	ep_worker	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/extrapackets.rs	30	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/heapsorter.rs	10	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/heapsorter.rs	85	heap	*mut uint32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/heapsorter.rs	86	heapsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/heapsorter.rs	87	heapelements	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/inoleng.rs	200	ileng_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/inoleng.rs	201	ileng_lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/inoleng.rs	26	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/inoleng.rs	337	ileng_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/inoleng.rs	338	ileng_free_head	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/inoleng.rs	339	ileng_buckets_head	*mut ileng_bucket	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/inoleng.rs	340	inolenghashtab	[*mut ileng; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/inoleng.rs	341	hashlock	[pthread_mutex_t; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	1002	errtab	[*const ::core::ffi::c_char; 65]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	1868	notsup	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	2417	trycnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	6	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	703	threchash	[*mut threc; 256]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	704	threcfree	*mut threc	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	705	threcnextid	uint16_t	STATIC	AtomicU16	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	708	amtime_hash	[*mut amtime_file; 4096]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	712	af_hash	[*mut acquired_file; 4096]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	713	af_lrutail	*mut *mut acquired_file	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	714	af_lruhead	*mut acquired_file	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	715	af_lru_cnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	716	timediffusec	int64_t	STATIC	AtomicI64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	719	sock_timeout	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	720	recv_timeout	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	721	send_timeout	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	722	fd	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	723	disconnect	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	724	donotsendsustainedinodes	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	725	lastwrite	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	726	sessionlost	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	727	lastsyncsend	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	728	usectimeout	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	729	maxretries	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	732	rcnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	733	wcnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	734	fcnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	735	rbyt	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	736	wbyt	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	737	rpthid	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	738	npthid	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	739	reclock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	754	aflock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	769	fdlock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	784	amtimelock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	799	reckey	pthread_key_t	BUF	Mutex<pthread_key_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	800	mainrec	*mut threc	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	801	sessionid	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	802	metaid	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	803	masterversion	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	804	masterprocessid	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	805	attrsize	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	806	masterstrip	[::core::ffi::c_char; 16]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	807	masterip	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	808	masterport	uint16_t	STATIC	AtomicU16	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	809	srcstrip	[::core::ffi::c_char; 16]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	810	srcip	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	811	fterm	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	812	working_flags	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	910	statsptr	[*mut ::core::ffi::c_void; 7] =	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mastercomm.rs	912	connect_args	connect_args_t	BUF	Mutex<connect_args_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	107	optarg	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	1503	term	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	19	stdout	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	20	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	2373	bdl	*mut bdlist	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	2794	bdl	*mut bdlist	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	3054	bdl	*mut bdlist	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	3055	bdlp	*mut *mut bdlist	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	3203	bdl	*mut bdlist	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	3420	bdl	*mut bdlist	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	3721	bdl	*mut bdlist	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	3722	bdlp	*mut *mut bdlist	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	819	NbdTimeout	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	822	workers_set	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	823	bdhead	*mut bdlist	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	824	mcfg	mfscfg	BUF	Mutex<mfscfg> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsbdev.rs	903	skipbuff	[uint8_t; 16384]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsio.rs	676	id	[::core::ffi::c_char; 72]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsio.rs	887	last_umask	mode_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint.rs	1139	fdtab	*mut file_info	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint.rs	1140	fdtabsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint.rs	1141	fdtabusemask	*mut uint32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint.rs	1142	fdtablock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint.rs	2736	sugid_clear_mode	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint.rs	2737	mkdir_copy_sgid	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint.rs	6	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint_lookupcache.rs	145	lcache	[[path_lookup_cache; 8]; 64]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint_lookupcache.rs	173	lcache_lock	[pthread_mutex_t; 64]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/mfsioint_lookupcache.rs	188	lcache_retention	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	1849	lastnotify	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	20416	total_bytes_rcvd	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	6	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	633	errtab	[*const ::core::ffi::c_char; 65]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	786	rangesstorage	pthread_key_t	BUF	Mutex<pthread_key_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	787	readahead_leng	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	788	readahead_trigger	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	789	usectimeout	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	790	maxretries	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	791	minlogretry	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	792	maxreadaheadsize	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	793	erroronlostchunk	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	794	erroronnospace	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	795	reqbufftotalsize	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	796	indhash	*mut *mut inodedata	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	797	inode_lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	812	workers_lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	827	workers_avail	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	828	workers_total	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	829	worker_term_cond	pthread_cond_t	BUF	Mutex<pthread_cond_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	841	worker_thattr	pthread_attr_t	BUF	Mutex<pthread_attr_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/readdata.rs	842	jqueue	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/stats.rs	80	firstnode	*mut statsnode	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/stats.rs	81	allactiveplengs	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/stats.rs	82	activenodes	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/stats.rs	83	glock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	14698	total_bytes_sent	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	28	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	4196	lastnotify	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	539	errtab	[*const ::core::ffi::c_char; 65]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	638	fcblock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	653	fcbcond	pthread_cond_t	BUF	Mutex<pthread_cond_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	665	fcbwaiting	uint16_t	STATIC	AtomicU16	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	666	cacheblocks	*mut cblock	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	667	freecblockshead	*mut cblock	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	668	freecacheblocks	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	669	cacheblockcount	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	670	optimeout	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	671	maxretries	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	672	minlogretry	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	673	erroronlostchunk	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	674	erroronnospace	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	675	idhash	*mut *mut inodedata	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	676	hashlock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	691	workerslock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	706	workers_avail	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	707	workers_total	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	708	worker_term_waiting	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	709	worker_term_cond	pthread_cond_t	BUF	Mutex<pthread_cond_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	721	worker_thattr	pthread_attr_t	BUF	Mutex<pthread_attr_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfsclient/writedata.rs	722	jqueue	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	208	main_thread	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	209	keep_alive	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	210	conncachetab	*mut connentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	211	conncachehash	[*mut connentry; 256]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	212	capacity	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	213	lruhead	*mut connentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	214	lrutail	*mut *mut connentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	215	freehead	*mut connentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	216	glock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/conncache.rs	37	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/crc.rs	153	crc_combine_table	[[[uint32_t; 256]; 4]; 32]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/crc.rs	4	crc_table	[[uint32_t; 256]; 16]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/delayrun.rs	235	heap	*mut heapelem	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/delayrun.rs	236	heapelements	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/delayrun.rs	237	heapsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/delayrun.rs	238	exitflag	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/delayrun.rs	239	waiting	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/delayrun.rs	240	dlock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/delayrun.rs	255	dcond	pthread_cond_t	BUF	Mutex<pthread_cond_t> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/delayrun.rs	267	delay_th	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
