# crate	file	line	item	transpiled_type	class	safe_type	evidence
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	636	RestoreRunTab	[C2Rust_Unnamed_10; 1]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	685	lcall_end	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	686	lcall_start	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	687	lcall_trigger	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	688	loop_usleep	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	698	dehead	*mut deentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	699	mehead	*mut meentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	700	wehead	*mut weentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	701	cehead	*mut ceentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	702	rlhead	*mut rlentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	703	inhead	*mut inentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	704	kahead	*mut kaentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	705	pollhead	*mut pollentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	706	eloophead	*mut eloopentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	707	chldhead	*mut chldentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	708	timehead	*mut timeentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	709	now	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	710	start_time	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	711	usecnow	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	712	loop_start	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	713	signalpipe	[::core::ffi::c_int; 2]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	93	optarg	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/main.rs	94	optind	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/md5.rs	24	padding	[uint8_t; 64]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	126	mfs_log_sink	Option<unsafe extern "C" fn(*const ::core::ffi::c_char) -> ()>	BUF	Mutex<Option<unsafe extern "C" fn(*const ::core::ffi::c_char) -> ()>> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	127	force_stderr	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	128	use_colors	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	129	stderr_active	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	130	mfs_log_min_level	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	131	mfs_log_elevate_to	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	132	syslog_open	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	134	mfs_log_priority_strings	[*const ::core::ffi::c_char; 5]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	270	lfd	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/mfslog.rs	6	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/processname.rs	2	environ	*mut *mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/processname.rs	21	argv_start	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/processname.rs	22	argv_leng	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/processname.rs	23	myenvcpy	*mut *mut ::core::ffi::c_char =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/processname.rs	33	environ_0	*mut *mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/strerr.rs	15	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/strerr.rs	218	errtab	[errent; 132]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/strerr.rs	769	errhash	*mut errent	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/strerr.rs	770	errhsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/strerr.rs	772	strerrstorage	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/timeparser.rs	294	timetab	[uint32_t; 5]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/timeparser.rs	301	timesym	[::core::ffi::c_char; 5]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/timeparser.rs	334	timetab	[uint32_t; 3]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfscommon/timeparser.rs	335	timesym	[::core::ffi::c_char; 3]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	1761	readbuff	*mut uint8_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	1762	readbuffsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	38	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	465	masterconnsingleton	*mut masterconn	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	466	BackLogsNumber	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	467	BackMetaCopies	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	468	MasterHost	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	469	MasterPort	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	470	BindHost	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	471	Timeout	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	472	reconnect_hook	*mut ::core::ffi::c_void =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	474	download_hook	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	475	lastlogversion	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	476	stats_bytesout	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmetalogger	mfsmetalogger/src/mfsmetalogger/masterconn.rs	477	stats_bytesin	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/chunkrwlock.rs	172	glock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/chunkrwlock.rs	187	hashtab	[*mut chunkrec; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/chunkrwlock.rs	188	freeblocks	*mut chunkrec	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/chunkrwlock.rs	189	freeblockscnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/chunkrwlock.rs	22	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/chunksdatacache.rs	145	chunks_inode_hash	*mut *mut chunks_inode_entry =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/chunksdatacache.rs	147	chunks_data_hash	*mut *mut chunks_data_entry =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/chunksdatacache.rs	149	lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/chunksdatacache.rs	21	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/csdb.rs	59	csdbhtab	[*mut csdbentry; 256]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/csdb.rs	60	csdblock	*mut pthread_mutex_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/csorder.rs	111	stack	[uint8_t; 128]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/csorder.rs	85	pd	parser_data	BUF	Mutex<parser_data> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dentry_invalidator.rs	192	hashtab	*mut *mut dinval_element	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dentry_invalidator.rs	193	elementcnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dentry_invalidator.rs	194	queue_prev	*mut *mut dinval_element	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dentry_invalidator.rs	195	queue_head	*mut dinval_element	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dentry_invalidator.rs	196	main_timeout	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dentry_invalidator.rs	197	glock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dentry_invalidator.rs	29	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dirattrcache.rs	198	head	*mut dircache	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dirattrcache.rs	199	glock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/dirattrcache.rs	38	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/extrapackets.rs	200	ep_tail	*mut *mut extra_packets	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/extrapackets.rs	201	ep_head	*mut extra_packets	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/extrapackets.rs	202	ep_unused	*mut extra_packets	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/extrapackets.rs	203	ep_unused_cnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/extrapackets.rs	204	ep_lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/extrapackets.rs	219	ep_cond	pthread_cond_t	BUF	Mutex<pthread_cond_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/extrapackets.rs	231	ep_worker	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/extrapackets.rs	30	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/fdcache.rs	182	fdcachee_lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/fdcache.rs	197	fdcachee_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/fdcache.rs	198	fdcachee_buckets_head	*mut fdcachee_bucket	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/fdcache.rs	199	fdcachee_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/fdcache.rs	200	fdcachee_free_head	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/fdcache.rs	29	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/fdcache.rs	323	fdhashtab	[*mut fdcacheentry; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/fdcache.rs	324	hashlock	[pthread_mutex_t; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/getgroups.rs	1120	h	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/getgroups.rs	233	main_thread	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/getgroups.rs	234	keep_alive	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/getgroups.rs	236	groups_hashtab	*mut *mut grcache	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/getgroups.rs	237	to	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/getgroups.rs	238	glock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/getgroups.rs	253	debug_mode	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/getgroups.rs	6	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/heapsorter.rs	10	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/heapsorter.rs	85	heap	*mut uint32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/heapsorter.rs	86	heapsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/heapsorter.rs	87	heapelements	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/inoleng.rs	200	ileng_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/inoleng.rs	201	ileng_lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/inoleng.rs	26	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/inoleng.rs	337	ileng_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/inoleng.rs	338	ileng_free_head	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/inoleng.rs	339	ileng_buckets_head	*mut ileng_bucket	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/inoleng.rs	340	inolenghashtab	[*mut ileng; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/inoleng.rs	341	hashlock	[pthread_mutex_t; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	1002	errtab	[*const ::core::ffi::c_char; 65]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	1868	notsup	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	2417	trycnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	6	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	703	threchash	[*mut threc; 256]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	704	threcfree	*mut threc	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	705	threcnextid	uint16_t	STATIC	AtomicU16	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	708	amtime_hash	[*mut amtime_file; 4096]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	712	af_hash	[*mut acquired_file; 4096]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	713	af_lrutail	*mut *mut acquired_file	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	714	af_lruhead	*mut acquired_file	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	715	af_lru_cnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	716	timediffusec	int64_t	STATIC	AtomicI64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	719	sock_timeout	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	720	recv_timeout	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	721	send_timeout	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	722	fd	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	723	disconnect	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	724	donotsendsustainedinodes	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	725	lastwrite	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	726	sessionlost	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	727	lastsyncsend	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	728	usectimeout	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	729	maxretries	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	732	rcnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	733	wcnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	734	fcnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	735	rbyt	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	736	wbyt	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	737	rpthid	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	738	npthid	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	739	reclock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	754	aflock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	769	fdlock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	784	amtimelock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	799	reckey	pthread_key_t	BUF	Mutex<pthread_key_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	800	mainrec	*mut threc	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	801	sessionid	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	802	metaid	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	803	masterversion	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	804	masterprocessid	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	805	attrsize	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	806	masterstrip	[::core::ffi::c_char; 16]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	807	masterip	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	808	masterport	uint16_t	STATIC	AtomicU16	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	809	srcstrip	[::core::ffi::c_char; 16]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	810	srcip	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	811	fterm	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	812	working_flags	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	910	statsptr	[*mut ::core::ffi::c_void; 7] =	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/mastercomm.rs	912	connect_args	connect_args_t	BUF	Mutex<connect_args_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/masterproxy.rs	342	lsock	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/masterproxy.rs	343	proxythread	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfsmount	mfsmount/src/mfsclient/masterproxy.rs	344	terminate	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmount	mfsmount/src/mfsclient/masterproxy.rs	345	proxyhost	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmount	mfsmount/src/mfsclient/masterproxy.rs	346	proxyport	uint16_t	STATIC	AtomicU16	auto:type-shape
mfsmount	mfsmount/src/mfsclient/masterproxy.rs	60	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
